price,quantity,seller_inflow,buyer_outflow
NaN,0.0,0.0,0.0
11.634701861936891,4.297488718948251,6.0710678118654755,4.297488718948251
11.63,4.299226139294927,6.0710678118654755,4.299226139294927
11.63,4.224419604471195,6.009279563550023,4.224419604471195
11.63,4.212381771281169,5.999285677838847,4.212381771281169
11.63,4.200343938091144,5.989277502002621,4.200343938091144
11.63,4.188306104901118,5.979254974565695,4.188306104901118
11.63,4.176268271711092,5.96921803361037,4.176268271711092
11.63,4.164230438521066,5.959166616772443,4.164230438521066
11.63,4.153052450558899,5.9498201415576215,4.153052450558899
11.63,4.141014617368873,5.9397406291589885,4.141014617368873
11.63,4.128976784178848,5.929646455628166,4.128976784178848
11.63,4.116938950988822,5.919537556802478,4.116938950988822
11.63,4.104901117798796,5.90941386804988,4.104901117798796
11.63,4.092863284608771,5.899275324264136,4.092863284608771
11.63,4.080825451418744,5.889121859859935,4.080825451418744
11.63,4.068787618228718,5.878953408767935,4.068787618228718
11.63,4.056749785038693,5.868769904429759,4.056749785038693
11.63,4.044711951848667,5.858571279792899,4.044711951848667
11.63,4.032674118658641,5.848357467305573,4.032674118658641
32.51,1.4383266687173177,5.838128398911503,1.4383266687173177
32.51,1.434020301445709,5.827884006044625,1.434020301445709
32.51,1.390649031067364,5.723838189605696,1.390649031067364
32.51,1.3801907105505997,5.69850729640567,1.3801907105505997
32.51,1.3709627806828668,5.676076692189808,1.3709627806828668
32.51,1.3608120578283607,5.6513156593263565,1.3608120578283607
32.51,1.350968932636112,5.627216610312357,1.350968932636112
32.51,1.340818209781606,5.602272336097626,1.340818209781606
32.51,1.3309750845893573,5.577993615077473,1.3309750845893573
32.51,1.3211319593971087,5.553624951124378,1.3211319593971087
32.51,1.3112888342048603,5.529165337162171,1.3112888342048603
32.51,1.3014457090126117,5.504613747179766,1.3014457090126117
32.51,1.291602583820363,5.479969135728966,1.291602583820363
32.51,1.2817594586281145,5.455230437405004,1.2817594586281145
32.51,1.2722239310981238,5.43117407632541,1.2722239310981238
32.51,1.2623808059058752,5.406246951218787,1.2623808059058752
32.51,1.2528452783758843,5.38200595424354,1.2528452783758843
32.51,1.2433097508458937,5.357672530100933,1.2433097508458937
32.51,1.2337742233159028,5.3332456134276045,1.2337742233159028
32.51,1.224238695785912,5.308724118235001,1.224238695785912
32.51,1.2147031682559213,5.284106937345991,1.2147031682559213
15.44,2.5375647668393784,5.25939294181153,2.5375647668393784
15.439999999999998,2.5174870466321244,5.234580980306535,2.5174870466321244
15.44,2.540155440414508,5.26258732474047,2.540155440414508
15.440000000000001,2.52720207253886,5.246599074696567,2.52720207253886
15.439999999999998,2.5129533678756477,5.2289646009589745,2.5129533678756477
15.440000000000001,2.5,5.212889826803627,2.5
15.440000000000001,2.48639896373057,5.1959664298638675,2.48639896373057
15.440000000000001,2.47279792746114,5.178996682310163,2.47279792746114
15.44,2.459844559585492,5.162791575252241,2.459844559585492
15.44,2.4462435233160624,5.145730225123781,2.4462435233160624
15.44,2.4326424870466323,5.128621378417825,2.4326424870466323
15.44,2.4196891191709846,5.11228271597445,2.4196891191709846
15.44,2.4060880829015545,5.0950799830683104,2.4060880829015545
15.440000000000001,2.393134715025907,5.078651166171653,2.393134715025907
15.440000000000001,2.3795336787564767,5.061352984276695,2.3795336787564767
15.44,2.366580310880829,5.044832503882965,2.366580310880829
15.44,2.352979274611399,5.027437266367855,2.352979274611399
15.44,2.3400259067357516,5.010823570859488,2.3400259067357516
15.44,2.3264248704663215,4.993329625508679,2.3264248704663215
15.440000000000001,2.3134715025906734,4.976621118993574,2.3134715025906734
15.44,2.300518134715026,4.959865770300536,2.300518134715026
15.44,2.286917098445596,4.942221806698232,2.286917098445596
15.44,2.2739637305699483,4.92536918681022,2.2739637305699483
15.439999999999998,2.2610103626943006,4.908468498688979,2.2610103626943006
15.440000000000001,2.248056994818653,4.8915193286621745,2.248056994818653
15.44,2.2344559585492227,4.873670062235365,2.2344559585492227
15.44,2.221502590673575,4.856620185738529,2.221502590673575
15.439999999999998,2.2085492227979278,4.8395205282625735,2.2085492227979278
15.440000000000001,2.1955958549222796,4.822370651203855,2.1955958549222796
15.44,2.1826424870466323,4.805170109479997,2.1826424870466323
15.44,2.1696891191709846,4.787918451395113,2.1696891191709846
15.440000000000001,2.1567357512953365,4.770615218501403,2.1567357512953365
15.44,2.143782383419689,4.75325994545701,2.143782383419689
15.44,2.1308290155440415,4.735852159879995,2.1308290155440415
17.02,1.921269095182139,4.718391382198319,1.921269095182139
17.02,1.90951821386604,4.70087712549569,1.90951821386604
17.02,1.8924794359576969,4.675385449465085,1.8924794359576969
17.02,1.8801410105757932,4.656854249492381,1.8801410105757932
15.4,2.064285714285714,4.638262143604179,2.064285714285714
15.4,2.0506493506493504,4.619608527290847,2.0506493506493504
15.4,2.0428571428571427,4.608921464952063,2.0428571428571427
15.4,2.0305194805194806,4.591958512006325,2.0305194805194806
15.4,2.0175324675324675,4.574047003748713,2.0175324675324675
15.4,2.005194805194805,4.556977595779922,2.005194805194805
15.4,1.992207792207792,4.5389529696504916,1.992207792207792
15.4,1.9798701298701298,4.52177507691141,1.9798701298701298
15.4,1.9668831168831167,4.503635162326805,1.9668831168831167
15.4,1.9545454545454546,4.486346689738081,1.9545454545454546
14.63,2.0444292549555705,4.469003565550127,2.0444292549555705
13.94,2.1312769010043042,4.450688029964658,2.1312769010043042
13.94,2.121233859397418,4.4378304497290095,2.121233859397418
13.94,2.111908177905309,4.4258639865002145,2.111908177905309
13.94,2.0989956958393114,4.409251334519409,2.0989956958393114
13.94,2.086083213773314,4.392587505085105,2.086083213773314
13.94,2.073888091822095,4.376802023508025,2.073888091822095
